Month,Unemployment Rate,Avg Person Savings,Avg Firm Savings,Avg Price,Avg Inventory,Avg Wage,Price_SMA,Stock_SMA
193,0.0,68422.29146115114,482722.05449258105,258.1079034121008,777.6,2541.128294518106,257.55005175672983,839.0666666666667
194,0.0,68182.82312135166,494695.4714825552,258.61293893519303,732.6,2541.595908542273,257.7490784299919,826.3833333333332
195,0.0,68212.58076485604,493207.5893073355,259.1002607909551,743.0,2541.92075980898,257.9480898884155,816.9166666666666
196,0.0,68112.89059160445,498192.0979699159,259.08954539465526,727.8,2541.711592655834,258.1893783104815,807.7750000000001
197,0.0,68339.03609114444,486884.8229929161,259.59358722414123,778.4,2548.2977223974294,258.38864656215213,803.3833333333333
198,0.0,68348.384474856,486417.4038073383,260.0889688129296,786.9,2563.0180082258166,258.58735086779103,800.3083333333333
199,0.0,68644.3509719032,471619.07895497803,259.55215532682644,847.5,2565.2666568615336,258.69988621391826,798.3916666666665
200,0.0,68450.39343424085,481316.9558380956,260.58081242283197,811.8,2569.702645764711,258.8990538552905,796.4333333333334
201,0.0,68574.93187921442,475090.03358941746,260.05493865055354,836.4,2564.366635048664,259.05596193825517,795.3833333333333
202,0.0,68348.28201994814,486422.52655273175,259.5103394403039,794.3,2551.9428171128293,259.2129076627621,789.5083333333333
203,0.0,68208.27792991856,493422.7310542102,260.02466708168936,770.1,2548.6108941010216,259.41355678559654,785.4333333333334
204,0.0,68275.2641145364,490073.42182331753,260.51798137473463,788.8,2558.025976062987,259.5695082389096,782.9333333333333
205,0.0,68499.02278032654,478885.48853381013,261.01192657261123,837.5,2560.900563508139,259.8115101689521,787.9249999999998
206,0.0,68324.87812943323,487592.7210784758,261.51680325385365,809.5,2556.2989546174435,260.0534988621738,794.3333333333334
207,0.0,68367.83839014264,485444.70804300427,262.0228822246862,824.1,2563.3450514399024,260.2970506483181,801.0916666666667
208,0.0,68153.41323200452,496165.96594991116,261.47605114711894,787.1,2562.985255801755,260.4959261276901,806.0333333333333
209,0.0,68243.30544104124,491671.35549807514,261.4762606572449,808.3,2562.562545202157,260.6528155804487,808.525
210,0.0,68325.17657828389,487577.7986359427,261.9706494176808,831.3,2567.4111992112653,260.80962229751134,812.225
211,0.0,68216.05136235006,493034.0594326343,261.4324125227364,813.6,2582.559387853683,260.96631039717045,809.4
212,0.0,68009.26718013524,503373.2685433753,261.42927073562566,770.7,2598.3684644675895,261.03701525656993,805.9749999999999
213,0.0,68151.60672086118,496256.2915070785,260.37945615661727,790.8,2606.851893228192,261.06405838207525,802.1749999999998
214,0.0,68709.69444787555,468351.9051563608,260.8548994047221,893.0,2611.559640408682,261.17610504577675,810.4
215,0.0,68881.23137175143,459775.0589625668,260.81643493988463,919.2,2621.163361642434,261.2420857006264,822.8249999999999
216,0.0,68761.28160928636,465772.5470858193,260.80802922980797,884.7,2617.5504364228905,261.26625635521583,830.8166666666667
217,0.0,68682.99907844764,469686.67362775496,260.8055105754929,859.3,2624.870424875934,261.2490550221226,832.6333333333333
218,0.0,69194.84110720476,444094.57218989934,261.2894355858617,951.4,2629.208663139938,261.23010771645664,844.4583333333334
219,0.0,69012.07622448372,453232.8163259508,260.7409394824811,904.9,2628.655909165126,261.1232791546062,851.1916666666666
220,0.0,68829.56022654069,462358.6162231029,260.2253757247704,854.8,2623.1575013324277,261.0190562027438,856.8333333333334
221,0.0,69125.67327080862,447552.9640097066,259.67898202457224,899.6,2612.2641317988046,260.8692829833544,864.4416666666667
222,0.0,68992.31286030864,454220.984534706,259.65122767647256,861.7,2612.127962107727,260.67599783825375,866.9749999999999
223,0.0,69098.15165644026,448929.04472812434,259.63310811192184,870.3,2606.6384028173998,260.5260558040192,871.6999999999999
224,0.0,69298.07977643712,438932.638728281,259.61313234946994,899.6,2591.223088904108,260.3747109385062,882.4416666666666
225,0.0,69254.45150678814,441114.0522107289,260.10611156597594,884.9,2594.5315662053777,260.3519322226195,890.2833333333334
226,0.0,69477.66527973693,429953.3635632897,260.61731970807153,923.8,2595.1223255166733,260.33213391456525,892.85
227,0.0,70071.2496479729,400274.1451514916,260.07003143092584,1033.4,2590.094297735899,260.269933622152,902.3666666666667
228,0.0,69830.06105787242,412333.5746565155,259.53412930199215,977.7,2579.0724909610535,260.163775294834,910.1166666666667
229,0.0,69936.8563866076,406993.8082197557,259.0088850667804,992.8,2568.3146323662013,260.0140565024413,921.2416666666667
230,0.0,69980.10259393168,404831.49785355234,258.97130815829917,999.3,2564.8319993681507,259.8208792168111,925.2333333333335
231,0.0,69700.8081439213,418796.22035407124,258.9608525173106,941.1,2559.7993243406845,259.67253863638024,928.25
232,0.0,69480.97527609508,429787.8637453827,258.41814949418756,897.2,2551.6894419742357,259.52193645049834,931.7833333333333
233,0.0,69216.98005979661,442987.62456030614,258.92013697139157,847.2,2536.6145162501007,259.4586993627333,927.4166666666666
234,0.0,69162.13089920305,445730.0825899838,257.8721641341066,840.5,2531.6966248415238,259.31044406753614,925.6500000000001
235,0.0,69086.90090596897,449491.58225168835,258.3829981298563,828.7,2526.4805377860757,259.2062682356973,922.1833333333333
236,0.0,69114.27120275266,448123.06741250434,259.4091884214527,840.2,2521.725943643819,259.1892729083625,917.2333333333332
237,0.0,69413.69786239768,433151.7344302538,259.38901879073694,906.3,2527.188730077742,259.1295151770926,919.0166666666665
238,0.0,69126.0024369973,447536.5057002725,258.84906983201853,855.3,2526.4121255926034,258.98216102075486,913.3083333333334
